date,ph,ResultMeasure/MeasureUnitCode,lat,long,MonitoringLocationIdentifier
2006-03-22,34,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-10-04,30.6,ppth      ,27.49,-80.34,21FLMRC-IR3660
2004-08-12,31.8,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2004-08-12,33,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2004-08-12,32.1,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2004-03-30,31,ppth      ,27.5055,-80.334,21FLSEAS-70SEAS090
2006-10-11,35,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-08-16,35,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-06-04,37.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-12-10,35.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2004-03-30,30.7,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-04-24,33.2,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2006-05-31,36.4,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-11-19,37,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-12-31,37,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-05-21,36.8,ppth      ,27.47,-80.29,21FLMRC-IR3710
2012-03-19,33.21,ppth,27.4505833,-80.3253888,21FLWPB_WQX-21042457
2012-03-19,33.34,ppth,27.4505833,-80.3253888,21FLWPB_WQX-21042457
2006-02-27,33.5,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS030
2006-02-27,33.8,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2004-05-26,38,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2004-05-26,38.1,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2004-05-26,38.7,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2004-08-12,31.7,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2004-08-12,31.5,ppth      ,27.5468333,-80.352,21FLSEAS-70SEAS161
2004-08-12,32.3,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2007-11-19,30.67,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2007-11-07,30.75,ppth,27.4761111,-80.3297222,21FLWPB_WQX-28010705
2006-12-19,33,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-11-05,35.2,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-09-03,36,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-09-17,34.4,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-09-24,32.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2007-11-07,31.67,ppth,27.4761111,-80.3297222,21FLWPB_WQX-28010705
2006-04-24,32.3,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2007-02-21,36.81,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2006-03-12,32.4,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-06-23,36.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-07-26,33.2,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-07-09,37.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-07-16,37.1,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-04-24,31.9,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2007-08-07,32.4,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2006-04-24,33.6,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2006-08-08,36.3,ppth      ,27.46,-80.3,21FLFMRI-FLE200637
2006-08-08,36.2,ppth      ,27.46,-80.3,21FLFMRI-FLE200637
2006-04-24,32.4,ppth      ,27.5055,-80.334,21FLSEAS-70SEAS090
2006-04-24,31.1,ppth      ,27.5098333,-80.342,21FLSEAS-70SEAS091
2006-04-09,36,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-07-25,33.3,ppth      ,27.5098333,-80.342,21FLSEAS-70SEAS091
2006-10-05,33.7,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-10-05,34.1,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2007-09-24,33.36,ppth,27.4505833,-80.3253888,21FLWPB_WQX-21042457
2006-03-27,32.9,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2006-03-27,34.6,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-03-27,34.6,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-10-01,37.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-10-08,35.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-08-18,36.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-08-25,35.6,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-01-12,32.8,ppth      ,27.44,-80.29,21FLMRC-IR3701
2006-02-19,33.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-08-06,37.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-08-13,36,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-03-19,35.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-04-05,34.8,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-04-12,35.4,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-12-24,33.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-10-05,34.2,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2006-12-19,30.2,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-12-19,30.2,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-04-24,31.8,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-10-05,34,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS030
2006-12-19,32.5,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-12-19,30.2,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-10-05,33.9,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2007-04-11,36.41,ppth,27.5346111,-80.3422222,21FLWPB_WQX-28010375
2007-06-07,34.47,ppth,27.5511667,-80.3267833,21FLWPB_WQX-28010376
2006-06-04,37,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-07-16,37.2,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-10-05,32.7,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-04-18,38.32,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2006-03-27,32.1,ppth      ,27.5508333,-80.331166,21FLSEAS-70SEAS160
2006-12-03,36.8,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-06-14,33.8,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-11-28,35.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-07-25,33.2,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2006-04-24,33.3,ppth      ,27.517,-80.326,21FLSEAS-70SEAS110
2006-07-25,32.9,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-04-24,32.3,ppth      ,27.5278333,-80.327666,21FLSEAS-70SEAS123
2007-02-13,33.47,ppth,27.5346111,-80.3422222,21FLWPB_WQX-28010375
2006-10-05,31.9,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2007-02-13,35.19,ppth,27.5015317,-80.3082833,21FLWPB_WQX-28010374
2005-05-26,31.9,ppth      ,27.5468333,-80.352,21FLSEAS-70SEAS161
2006-03-27,34.6,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2007-07-31,30.78,ppth,27.4761111,-80.3297222,21FLWPB_WQX-28010705
2005-01-31,34,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2005-01-31,35.6,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2007-04-18,37.14,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2007-07-31,32.14,ppth,27.5015317,-80.3082833,21FLWPB_WQX-28010374
2005-03-27,36,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-08-07,34,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-09-04,36,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-09-18,33.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2005-10-09,30.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-04-23,31.6,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-06-18,35.6,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-05-29,34.4,ppth      ,27.42,-80.31,21FLMRC-IR3731
2005-01-31,34.6,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2005-04-27,31.1,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2007-11-19,30.66,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2007-11-19,30.62,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2005-01-31,33.3,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-03-27,34.68,ppth,27.4729167,-80.3384167,21FLWPB_WQX-27020557
2007-01-31,33.7,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2007-01-03,35.2,ppth      ,27.49,-80.34,21FLMRC-IR3660
2007-01-19,34.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2007-01-27,32.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2007-02-04,39.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2007-02-11,35.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2007-02-21,36.8,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2006-07-25,35.3,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2005-04-27,35.3,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2005-01-31,35.3,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2005-04-27,30.4,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-01-29,37,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-02-05,33,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-02-01,32,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-03-05,35.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-09-16,34.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-09-22,34.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-10-21,36.3,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-08-06,34.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-08-13,36.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-07-13,31,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-06-21,32.2,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-06-24,33.6,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-06-28,33.6,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-05-07,37,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-07-21,37.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-07-14,33.6,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-01-06,36.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-04-02,34.4,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-04-09,34.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-05-21,33.2,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-05-28,36.8,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-10-23,34.2,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-11-11,36.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-09-17,35,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-11-08,35.8,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-11-15,34,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-06-11,37,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-06-02,32.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-06-09,34.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-02-26,35.7,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-07-09,37.2,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-04-24,32,ppth      ,27.5508333,-80.331166,21FLSEAS-70SEAS160
2006-04-16,36.6,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-03-27,32.2,ppth      ,27.5468333,-80.352,21FLSEAS-70SEAS161
2006-12-19,30.4,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2007-02-13,35.25,ppth,27.5015317,-80.3082833,21FLWPB_WQX-28010374
2007-04-26,36.1,ppth      ,27.5278333,-80.327666,21FLSEAS-70SEAS123
2007-04-26,36.4,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2006-10-18,36,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-04-24,33.5,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS030
2006-07-25,33.4,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2007-03-21,34.5,ppth      ,27.5508333,-80.331166,21FLSEAS-70SEAS160
2007-04-03,35.2,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2005-05-26,33,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2007-02-13,32.5,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2007-04-03,35.3,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2007-03-21,34.9,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2007-03-21,35.3,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2007-03-21,34.7,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-03-21,34.7,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2005-04-27,34.9,ppth      ,27.4793333,-80.3125,21FLSEAS-70SEAS040
2006-12-19,30.4,ppth      ,27.5275,-80.346833,21FLSEAS-70SEAS122
2006-07-25,32.9,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2007-04-26,36,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-10-05,33,ppth      ,27.5093333,-80.3245,21FLSEAS-70SEAS307
2006-02-27,31.6,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-12-19,33.5,ppth      ,27.5278333,-80.327666,21FLSEAS-70SEAS123
2007-04-26,35.4,ppth      ,27.5098333,-80.342,21FLSEAS-70SEAS091
2006-04-24,32.3,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2007-02-25,36.8,ppth      ,27.47,-80.29,21FLMRC-IR3710
2006-08-08,36.2,ppth      ,27.46,-80.3,21FLFMRI-FLE200637
2006-07-25,33,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-02-25,36.6,ppth      ,27.42,-80.31,21FLMRC-IR3731
2006-07-25,33.3,ppth      ,27.5098333,-80.342,21FLSEAS-70SEAS091
2006-12-19,30.2,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2006-02-27,33.3,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2007-03-21,35.1,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2007-02-13,31.6,ppth      ,27.5351666,-80.337666,21FLSEAS-70SEAS140
2007-04-11,36.68,ppth,27.5511667,-80.3267833,21FLWPB_WQX-28010376
2006-12-19,30.1,ppth      ,27.5468333,-80.352,21FLSEAS-70SEAS161
2006-07-25,33.5,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-07-25,33.4,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2007-04-18,38.33,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2006-04-24,32,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305
2006-03-27,34.6,ppth      ,27.5146666,-80.335333,21FLSEAS-70SEAS100
2006-04-24,31.2,ppth      ,27.5098333,-80.342,21FLSEAS-70SEAS091
2007-04-03,35.2,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-02-13,33.41,ppth,27.5346111,-80.3422222,21FLWPB_WQX-28010375
2006-03-27,33,ppth      ,27.5345,-80.343833,21FLSEAS-70SEAS130
2007-02-21,36.87,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2006-05-17,30.8,ppth      ,27.49,-80.34,21FLMRC-IR3660
2006-10-25,34,ppth      ,27.49,-80.34,21FLMRC-IR3660
2007-08-07,31.93,ppth,27.3883333,-80.2775,21FLWPB_WQX-28010210
2006-07-25,35,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2006-07-25,34.7,ppth      ,27.484,-80.312,21FLSEAS-70SEAS060
2006-10-05,34.1,ppth      ,27.5055,-80.334,21FLSEAS-70SEAS090
2006-07-28,36.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2006-02-03,35.5,ppth      ,27.44,-80.31,21FLMRC-IR3721
2007-02-05,33.72,ppth,27.4656083,-80.3314389,21FLWPB_WQX-28042341
2007-07-25,32.5,ppth,27.4505833,-80.3253888,21FLWPB_WQX-21042457
2007-11-19,30.59,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2007-04-11,36.7,ppth,27.5511667,-80.3267833,21FLWPB_WQX-28010376
2007-04-11,36.69,ppth,27.5511667,-80.3267833,21FLWPB_WQX-28010376
2007-04-18,38.26,ppth,27.3499972,-80.2644444,21FLWPB_WQX-28010704
2007-07-31,32.89,ppth,27.4761111,-80.3297222,21FLWPB_WQX-28010705
2005-07-17,33.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-01-14,34.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-10-16,35.3,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-09-02,32.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-05-01,35.6,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-05-15,35,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-02-19,33.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-02-25,32.2,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-11-27,34,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-12-04,35.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-08-12,32.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-08-19,34.8,ppth      ,27.44,-80.31,21FLMRC-IR3721
2005-02-23,31.4,ppth      ,27.49,-80.34,21FLMRC-IR3660
2005-04-17,32.2,ppth      ,27.47,-80.29,21FLMRC-IR3710
2005-05-27,35.4,ppth      ,27.44,-80.31,21FLMRC-IR3721
2007-01-31,33.5,ppth      ,27.5205,-80.338,21FLSEAS-70SEAS305